StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2.1,Q3.1,Q3.2,Q3.3,Q3.4,Q4.2,Q4.3,Q4.4,Q4.5_1,Q4.7,Q4.8,Q5.1_1,Q5.1_2,Q5.1_3,Q5.1_4,Q5.1_5,Q5.1_6,Q7.1_1,Q7.2_1,Q7.3_1,Q7.4,Q7.5,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q392_First Click,Q392_Last Click,Q392_Page Submit,Q392_Click Count,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q371_First Click,Q371_Last Click,Q371_Page Submit,Q371_Click Count,Q393_First Click,Q393_Last Click,Q393_Page Submit,Q393_Click Count,Q374_1,Q375_1,Q376_1,Q377_1,Q378_1,Q379_1,Q380_1,Q380_2,Q380_3,Q380_4,Q380_5,Q380_6,Q382_First Click,Q382_Last Click,Q382_Page Submit,Q382_Click Count,Q410_First Click,Q410_Last Click,Q410_Page Submit,Q410_Click Count,Q385_1,Q386_1,Q387_1,Q388_1,Q389_1,Q390_1,Q391_1,Q391_2,Q391_3,Q391_4,Q391_5,Q391_6,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q11,Q12,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q14#1_1,Q14#1_2,Q14#1_3,Q14#1_4,Q14#1_5,Q14#1_6,Q14#1_7,Q14#1_8,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,NPS.2,NPS.3,NPS.4,NPS.5_NPS_GROUP,NPS.5,NPS.6,PROLIFIC_PID
2025-07-27 16:44:23,2025-07-27 17:29:35,IP Address,197.185.147.5,100,2712,True,2025-07-27 17:29:36,R_8fzSlsC9SU8phHH,,,,,-25.757,28.1443,anonymous,EN,I agree and I want to participate,60b6245e249c0b94ab54dd2e,Desktop,Other,English,25 to 44,Female,"Some college/university, no degree",South Africa,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",6,7,2,3,7,6,4,Once a month,7,"social media platforms (e.g. Facebook, Twitter, Telegram)",,0,0,454.345,0,0,0,794.383,0,7,6,6,6,2,5,3,6,2,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,209.663,0,4,3,3,2,4,6,"My thoughts were delibarate as I was reading because the information given is straight foward and i was interested in the topic at hand. ",6,7,2,6,6,7,No,"I don't think this is false information used to gain traction for different things. I believe this is true, and it is written to educate others around the world who do not know what is happening in the world.",9.812,180.344,313.135,10,No,No,No,No,No,No,Yes,Yes,9.813,180.344,313.135,10,"The answers it brings are too long , If it can simplify them it would be better. But the app is great.",Yes,The relevant information from my responses was returned well. It oays attention to detail.,Passive,8,,
2025-07-27 17:30:35,2025-07-27 18:33:19,IP Address,216.120.189.65,100,3763,True,2025-07-27 18:33:19,R_2jMKkg2Hl2LRtjr,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,672755dd32af0473ffc21dd9,Desktop,Other,English,18 to 24,Female,Master's degree,United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",4,5,4,5,5,6,7,Once a week,10,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,22.152,27.069,665.774,3,0,0,1366.612,0,6,7,4,2,1,3,6,4,4,6,5,6,,,,,,,,,,,,,,,,,,,,,0,0,351.372,0,6,5,5,4,3,7,I was only trying to be careful enough so I do not make any mistake if at all I am to describe or summarise all I have read.,6,6,3,6,6,6,No,I do believe non e of the passage is propagandistic in anyform,2.525,82.106,82.869,13,No,No,No,No,No,No,No,No,2.525,82.107,82.87,13,I think it is perfect,No,"I think how easy it is to use and understand ",Promoter,9,No. thank you,
2025-07-27 18:34:42,2025-07-27 18:36:44,IP Address,174.212.57.56,100,121,True,2025-07-27 18:36:44,R_3nYglMJrsol5iHT,,,,,28.7935,-81.2868,anonymous,EN,I agree and I want to participate,665f00998cd3efe0c163e589,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-27 18:55:23,2025-07-27 19:46:39,IP Address,197.185.160.139,100,3075,True,2025-07-27 19:46:39,R_2rpkkJWPrbL8Aqy,,,,,-25.757,28.1443,anonymous,EN,I agree and I want to participate,60c47e1f3eec3e5558a6de07,Desktop,Other,English,25 to 44,Female,Bachelor's degree,South Africa,"Clerical Support Workers – office and admin tasks (e.g. receptionist, data entry clerk, office assistant)","Yes, I will",4,5,2,1,6,6,4,Multiple times a day,11,"traditional media (e.g. newspapers, TV news channels),social media platforms (e.g. Facebook, Twitter, Telegram),news apps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.243,347.323,348.568,12,432.985,1157.154,1158.134,4,7,4,2,3,2,7,1,5,3,5,6,6,52.593,81.005,83.071,3,3,1,4,2,5,4,"I Felt mixed reaction as i was reading the article, because i did not really analyze every detail i read, i had few pauses and had a though about the seriousness of the situation Ukraine and USA and trying to think how it was resolved. overall i did not have strong emotional outburst or a fully thought of reaction.",5,6,2,6,6,5,No,"no , it did not use any emotional strong language and it shred exactly what was happening.",36.363,173.876,175.063,16,Yes,No,No,No,Yes,Yes,Yes,No,36.362,173.876,175.062,16,"the study is too long , id advice separating it in 2 parts",No,"the detailed explanation ",Promoter,10,no,
2025-07-27 20:00:27,2025-07-27 20:59:10,IP Address,84.55.13.187,100,3523,True,2025-07-27 20:59:11,R_2nUi2mLbAkOu4hP,,,,,53.4809,-2.2374,anonymous,EN,I agree and I want to participate,6769489d3116183a851e8728,Desktop,Other,English,18 to 24,Female,Bachelor's degree,United Kingdom,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",7,7,1,1,7,7,1,Multiple times a day,9,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,0,0,540.691,0,117.418,1357.672,1428.45,15,7,1,7,1,1,7,5,6,2,7,7,6,,,,,,,,,,,,,,,,,,,,,42.818,43.794,104.711,2,7,1,1,1,7,2,"Honestly my thoughts felt spontaneous because I was just reacting to what I was seeing in real time rather than planning out my response. As I read the headline about Zelensky “playing games,” my first reaction was surprise because it felt like such a loaded phrase. I didn’t stop to analyze it at first, it just made me think “that sounds one sided.” When the article mentioned his term expiring and called him a dictator, my mind jumped straight to wondering if that was accurate or just propaganda. I was also thinking about how there were no quotes or perspectives from Ukraine in there, which hit me in the moment as feeling unbalanced. None of those thoughts were planned out, they just happened as I went line by line.",6,2,6,2,1,3,Yes,"I feel like the article is trying to convince me instead of just informing me. While reading it, I’m noticing that it keeps using words that make Zelensky look bad and I’m not seeing any quotes or facts from Ukraine’s side. I’m realizing as I go through it that the focus is only on Russia’s point of view, which is making me question everything they’re saying.",2.097,204.153,215.84,14,Yes,No,Yes,Yes,Yes,Yes,Yes,No,2.096,204.152,215.839,14,I think the tool works really well overall. I liked how it broke the article down step by step and asked me questions that made me think about what I was reading instead of just skimming through it. The only thing I would improve is the lag when it is transcribing the audio because it feels like it falls a bit behind and that can interrupt the flow of answering. If that is fixed the experience would feel a lot smoother.,Yes,What I found most helpful was how the tool guided me through the article instead of just asking for a quick opinion. It pointed out parts of the text and made me think about whether they were balanced or one sided which helped me notice things I might have missed on my own. It also gave me space to explain my thoughts which made it easier to understand why I felt a certain way about what I was reading.,Promoter,10,"I do not really have any other feedback besides fixing the audio transcription lag. Everything else about the tool felt smooth and helpful, especially the way it asked questions that kept me thinking about the article in a deeper way.",
2025-07-27 21:33:24,2025-07-27 22:29:50,IP Address,82.9.94.46,100,3386,True,2025-07-27 22:29:51,R_8uZAudhZCaFEoWl,,,,,51.4801,-3.1855,anonymous,EN,I agree and I want to participate,5ba0df3c9c31af0001ff7795,Desktop,Other,English,25 to 44,Female,Master's degree,United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",3,2,6,2,2,2,3,Once a month,10,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,0,0,46.271,0,2678.285,2704.008,2711.197,3,1,6,6,6,6,5,1,5,2,5,5,5,,,,,,,,,,,,,,,,,,,,,0,0,108.62,0,2,6,5,5,5,5,I had to concentrate quite hard as I'm tired. I don't know much about the Trump administration (and I don't have much interest). so  that makes my thoughts more deliberate,2,5,2,5,5,5,No,"I can't see any propaganda. It's factual and quotes from Ukrainian leaders directly. It mentions dates of proposals, which is an objective fact",6.275,68.224,69.094,13,No,No,No,No,No,No,No,No,6.276,68.224,69.094,13,it works well,No,it made me think harder about the evidence in the article,Passive,8,,
2025-07-27 22:31:29,2025-07-27 23:29:07,IP Address,157.254.28.211,100,3457,True,2025-07-27 23:29:07,R_8NqqKMbqxIFuqnT,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,6690630045404fe6289a1aba,Desktop,Other,English,25 to 44,Male,Bachelor's degree,United Kingdom,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",6,7,2,2,7,6,4,Several times a week,10,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.682,136.217,596.324,22,114.744,1006.423,1096.588,14,6,5,6,6,5,7,4,5,6,6,5,6,37.922,142.457,144.383,3,6,5,5,6,6,5,"As I read the article, my thoughts felt more reflective and careful. I found myself questioning a lot of what was being said because it only presented Russia’s side of the story. For example, the claim that Zelensky is avoiding peace talks just to stay in power seemed like a strong accusation, but there wasn’t much evidence or balance. That made me slow down and think more critically about what was being left out or why it was framed that way.",4,3,6,4,3,5,Yes,"I felt the article was propagandistic because it only presented the Russian government's perspective and made strong claims about Ukraine and President Zelensky without offering any counterarguments or evidence. It seemed designed to shape how the reader views Ukraine rather than give a balanced or factual overview. The language also felt emotionally loaded, especially when accusing Zelensky of corruption or fearing elections, which made me question the intent behind the article",4.751,289.758,299.028,14,Yes,No,Yes,Yes,Yes,Yes,Yes,No,4.751,289.758,299.028,14,"I’d suggest making the tool slightly more interactive or giving brief definitions/examples of propaganda techniques during the analysis. That would help users understand not just what is propaganda, but why it is.",Yes,"What I found most helpful was how the tool broke down specific claims and encouraged me to reflect on how they were presented. It didn’t just label something as biased, it prompted me to think about it in a structured way.",Passive,8,"I appreciated how the tool encouraged reflection rather than just giving answers. Adding short definitions or examples of each propaganda technique during the interaction would make it even more educational. Overall, it’s a thoughtful and valuable resource.",
2025-07-27 23:30:28,2025-07-27 23:49:37,IP Address,5.69.202.172,100,1148,True,2025-07-27 23:49:37,R_2iyzipXesdP1dK1,,,,,52.9506,-0.6513,anonymous,EN,I agree and I want to participate,5c4f7b99b33a5300013dbfdd,Desktop,Other,English,25 to 44,Female,Doctorate degree,United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",3,5,5,6,3,3,2,Once a month,10,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,2.148,239.223,239.93,10,40.837,323.78,324.399,8,7,7,7,5,6,6,1,3,6,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.261,56.167,86.08,3,7,3,1,2,1,1,I am knowledgable about this topic so already had an opinion formed about it. When reading I was going into the artcile looking to confirm what I already know to be true and found it after each paragraph.,6,7,5,7,6,7,Yes,"It is trying to present the ongoing war from Russia's persepctive as the 'good guys' and paint Ukraine as the bad guys, when Russia started the war and clearly are the cause of all the problems.",1.157,122.895,124.984,20,No,Yes,No,Yes,Yes,Yes,No,Yes,1.157,122.895,124.985,20,NA,No,I liked that it listened to what I had to say and provided me with alternative perspectives.,Detractor,2,It seems quite basic to me - there's isn't anything particularly innovative about it.,
2025-07-27 23:50:40,2025-07-27 23:54:24,IP Address,105.216.74.177,100,224,True,2025-07-27 23:54:25,R_21BkCfMFdGKD7NX,,,,,-26.2198,28.251,anonymous,EN,I agree and I want to participate,5fd8a0646c16732304844f31,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-27 23:54:39,2025-07-28 00:41:34,IP Address,105.216.74.177,100,2815,True,2025-07-28 00:41:35,R_2kVp5UIi41QovzX,,,,,-26.2198,28.251,anonymous,EN,I agree and I want to participate,5fd8a0646c16732304844f31,Desktop,Other,English,25 to 44,Female,Bachelor's degree,South Africa,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",4,4,3,4,5,4,4,Once a week,8,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,904.617,0,0,0,946.881,0,7,6,6,7,1,5,2,5,4,5,5,3,0,0,171.385,0,5,3,4,4,4,4,The article felt a bit one-sided to me — like it was written from a single point of view. I didn’t get a well-rounded understanding of what’s really going on with the Ukrainian president. It would’ve helped to hear different perspectives or more context so I could form a more balanced opinion.,1,3,7,4,3,1,,,64.101,121.859,123.168,8,Yes,No,No,Yes,Yes,No,No,No,64.101,121.859,123.168,8,,Yes,I loved that it summed everything up so well and chose a topic for us to delve on,Passive,8,,
2025-07-28 00:43:19,2025-07-28 00:43:45,IP Address,80.1.233.121,100,25,True,2025-07-28 00:43:45,R_8eiu2037wU4FJ9T,,,,,53.3497,-2.7266,anonymous,EN,I agree and I want to participate,568aab53316b10000d50d76b,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-28 00:44:13,2025-07-28 01:13:34,IP Address,81.153.187.192,100,1761,True,2025-07-28 01:13:34,R_8ShL66YDLjPN1Jv,,,,,51.652,-0.7062,anonymous,EN,I agree and I want to participate,6706992f8333d548143af1db,Desktop,Other,English,18 to 24,Male,"Some college/university, no degree",United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",2,2,3,5,6,3,5,Never,10,"social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,0,0,113.329,0,510.673,800.089,949.442,3,7,7,7,7,3,1,5,6,7,5,6,6,,,,,,,,,,,,,,,,,,,,,0,0,121.229,0,6,6,6,5,2,7,"I'm not too sure on what the question is asking. I disagree completely with the article, I don't think Russia is looking for long term peace. They will continue to try and occupy it's neighbours.",3,2,7,3,1,3,Yes,"It doesn't take from both sides of the argument, it doesn't take into account the core reasons behind why Zelensky is doing what he's doing. Everything in the article for the most part is speculative.",7.827,116.303,117.043,9,Yes,No,No,Yes,Yes,No,Yes,No,7.827,116.303,117.043,9,"Response speed, I understand this will become better anyway via hardware upgrades,",Yes,All the articles gave opinions on one side of the argument.,Detractor,0,,
2025-07-28 01:14:40,2025-07-28 01:15:12,IP Address,67.247.107.56,100,32,True,2025-07-28 01:15:12,R_5HjdzXugZvGCXyi,,,,,40.7547,-73.9614,anonymous,EN,I agree and I want to participate,5ef3a5fff378fa1321125965,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-28 01:16:35,2025-07-28 01:17:10,IP Address,73.188.232.6,100,34,True,2025-07-28 01:17:10,R_31Uf79QQHrodAiJ,,,,,39.9768,-75.256,anonymous,EN,I agree and I want to participate,580cab86b869700001d71628,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-28 01:17:29,2025-07-28 01:27:58,IP Address,76.23.201.243,100,629,True,2025-07-28 01:27:59,R_6s5qRGpCKirZ1z8,,,,,42.6351,-71.3014,anonymous,EN,I agree and I want to participate,5b0b77a9d282ff00015b7531,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-28 01:28:05,2025-07-28 02:11:50,IP Address,76.23.201.243,100,2625,True,2025-07-28 02:11:51,R_32U5nJxiGUHfT8d,,,,,42.6351,-71.3014,anonymous,EN,I agree and I want to participate,5b0b77a9d282ff00015b7531,Desktop,Other,English,18 to 24,Male,"Some college/university, no degree",United States,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",4,3,4,2,5,4,3,Several times a week,8,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",,0,0,768.504,0,0,0,934.14,0,6,4,4,3,2,4,1,4,5,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.582,313.582,314.213,1,2,4,2,4,2,1,"I suppose I just sort of processed it quick enough that I didn't feel the need to deliberate, I can't really explain why I didn't have to deliberate outside of that. I mean the article was like 3 paragraphs I can't imagine deliberating very much for it.",5,1,7,1,1,2,Yes,"Citing the fact that they're not holding an election during an active war as some sort of slight against zelensky when most countries wouldn't hold war time elections is disingenuous at best. Also RT is a russian state sponsored news source, clearly propaganda.",19.519,157.625,158.329,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,19.519,157.625,158.329,19,"Make it a little more personable/intentional I suppose, it felt like we were speaking in circles and they were just paraphrasing the article in a questioning manner.",No,"More or less nothing, it was moreso just hearing it spoken that I guess helped recontextualize some of it.",Detractor,0,,
2025-07-28 02:12:30,2025-07-28 02:15:38,IP Address,50.68.166.118,100,188,True,2025-07-28 02:15:38,R_5BhUis0fE75ymTK,,,,,49.3164,-123.0572,anonymous,EN,I agree and I want to participate,652d6e252c94536d1d6070de,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-28 02:15:52,2025-07-28 02:16:47,IP Address,50.68.166.118,100,54,True,2025-07-28 02:16:47,R_5aL8B0LGGMwIFSG,,,,,49.3164,-123.0572,anonymous,EN,I agree and I want to participate,652d6e252c94536d1d6070de,Desktop,Other,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-28 02:23:15,2025-07-28 03:18:24,IP Address,192.143.136.220,100,3308,True,2025-07-28 03:18:24,R_2dm1jrELtcs0jvI,,,,,-26.1917,28.0523,anonymous,EN,I agree and I want to participate,6099911160f3e9d0d94b18e8,Desktop,Other,English,25 to 44,Female,Bachelor's degree,South Africa,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",6,6,1,2,7,5,4,Multiple times a day,11,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,199.663,397.649,398.068,12,390.257,705.59,707.702,18,4,4,4,2,4,6,3,5,3,6,6,7,,,,,,,,,,,,,,,,,,,,,185.736,186.539,212.59,5,7,5,1,1,7,1,"The story was about one person, the president of Ukraine. That made me to relax and red the article at easy.",2,2,5,7,4,7,Yes,Zelensky wouldn't  want to prolong the conflict. He wants war to cease,39.743,376.035,377.526,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,39.742,376.035,377.525,28,I think it is perfect that way,Yes,The information was clear and easy to read. The conversation with the bot was flowing,Promoter,10,no,
2025-07-28 03:19:35,2025-07-28 03:33:31,IP Address,96.52.121.89,100,836,True,2025-07-28 03:33:32,R_7wgGwIbfiOiluk9,,,,,53.632,-113.6363,anonymous,EN,I agree and I want to participate,604a8a4926724aaed69b940b,Desktop,Other,English,25 to 44,Male,Bachelor's degree,Canada,"Clerical Support Workers – office and admin tasks (e.g. receptionist, data entry clerk, office assistant)","Yes, I will",6,7,3,3,5,6,6,Several times a week,9,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,177.238,0,0,0,186.312,0,3,3,5,5,3,1,5,4,5,5,3,5,0,0,30.807,0,7,7,5,4,3,5,"I thought that the article gave a clear position by Putin, and how he sees or calls president Zelensky a dictator. It is delineate propaganda and justification by Putin to invade Ukraine and try to restore the iron curtain and the soviet union empire. ",6,5,5,5,5,6,,,13.909,26.919,30.199,12,Yes,No,Yes,Yes,Yes,No,Yes,Yes,13.91,26.919,30.199,12,"None. ",Yes,"It helps to highlight the thesis of the article. ",Passive,7,"None. ",
